Task_ID,Phase,Workstream,Applies_To,Task,Step_By_Step,Owner_Role,Depends_On,Planned_Start,Planned_End,Planning_Week_Start,Planning_Week_End,Effort_Hours_Estimate,Priority,Deliverable,Acceptance_Criteria,Gate,Status,Source_IDs,Source_URLs
B2-WEB,07.2 Book 2 production,Companion publication,B2,Publish checked extras and test every print-to-web path,1) Upload reviewed parent/worksheet/card/passport assets; 2) verify content versions and rights; 3) test mobile/keyboard/print access; 4) run privacy and link checks,Web lead,B2-PG;B2-WS;B2-CARD;WEB-04,2028-01-10,2028-01-21,68,69,10-16,P1,Live or launch-ready book companion library,Every printed code resolves to the matching edition; no account requirement or incomplete essential task,,NOT STARTED - proposed plan,,
ED1-01,08 School editions,Dossier scope,B1,"Reconfirm school-material category, applicant and current rules","1) Recheck law, AZOO response and forms; 2) define exact edition/grade/format scope; 3) verify copying licences and digital attachments; 4) confirm annual deadline and fees",School-edition lead,B1-POST;B1-TG-DRAFT;LEG-05,2028-01-10,2028-01-14,68,68,4-8,P0,Edition-specific classification and checklist,Commercial applicant and every offered format eligible; approval wording not prewritten as fact,,NOT STARTED - proposed plan,S15;S16;S17;S18;S19,https://narodne-novine.nn.hr/clanci/sluzbeni/2025_07_105_1477.html | https://narodne-novine.nn.hr/clanci/sluzbeni/2018_12_116_2288.html | https://www.azoo.hr/drugi-obrazovni-materijali-arhiva/postupak-za-objavu-drugog-obrazovnog-materijala-u-virtualni-repozitorij/ | https://www.azoo.hr/app/uploads/2020/11/Postupak-za-objavu-DOM-a.pdf | https://www.azoo.hr/app/uploads/2020/10/Izmjena-postupka.pdf
B2-PROOF,07.2 Book 2 production,Manufacturing gate,B2,Approve a physical contract proof and binding sample,"1) Inspect proof against final files; 2) check colour, readability, spine, paper and binding; 3) scan actual QR codes; 4) sign or reject proof",Production manager and safety editor,B2-ID;B2-Q,2028-01-17,2028-01-21,69,69,5-8,P0,Signed physical print proof,Correct edition/ISBN/imprint and safe readable diagrams; no approval based solely on screen view,G-B2 Print proof,NOT STARTED - proposed plan,,
ED1-02,08 School editions,Curriculum validation,B1,Complete exact-grade curriculum mapping and teacher-guide review,1) Check every lesson against applicable code and cycle; 2) distinguish full/partial contribution; 3) add observable evidence and adaptations; 4) validate BrAIn/PV/SIU only where applicable,Curriculum review panel,ED1-01,2028-01-17,2028-02-04,69,71,24-40,P0,Signed complete teacher matrix and guide,Every classroom claim traceable to current source and reviewed lesson; remaining gaps explicitly excluded,,NOT STARTED - proposed plan,S01;S02;S03;S04;S05;S06;S07;S09;S13;S14,https://narodne-novine.nn.hr/clanci/sluzbeni/2019_01_7_157.html | https://narodne-novine.nn.hr/clanci/sluzbeni/2019_01_7_153.html | https://narodne-novine.nn.hr/clanci/sluzbeni/2019_01_7_154.html | https://narodne-novine.nn.hr/clanci/sluzbeni/2019_01_7_150.html | https://narodne-novine.nn.hr/clanci/sluzbeni/2019_01_7_152.html | https://narodne-novine.nn.hr/clanci/sluzbeni/2019_01_10_217.html | https://narodne-novine.nn.hr/clanci/sluzbeni/2019_01_10_212.html | https://mzom.gov.hr/UserDocsImages//dokumenti/Obrazovanje/OsnovneSkole//Eksperimentalni-kurikulum-nastavnog-predmeta-Prakticne-vjestine-za-osnovne-skole.pdf | https://www.carnet.hr/carnet-ov-projekt-brain-od-ove-skolske-godine-kurikuli-o-umjetnoj-inteligenciji-dostupni-od-5-razreda-osnovne-do-kraja-srednje-skole/ | https://www.asoo.hr/obrazovanje/strukovno-obrazovanje/modularna-nastava/
B2-DEPOSIT,07.2 Book 2 production,Publishing administration,B2,Complete legal deposit and archive production evidence,"1) Obtain actual print-completion date from printer; 2) confirm funding/format deposit count; 3) have required NSK/county copies dispatched promptly, operational target within 7 days of printing and never beyond the statutory 30 days; 4) retain receipts; do not wait for retail launch",Production manager,B2-PROOF,2028-01-24,2028-02-18,70,73,2-4,P1,Deposit receipts and archival package,Trigger-based hard deadline overrides the provisional scheduling window: required copies delivered within applicable 30-day period after actual printing; verify current digital/public-funding rules,Actual printing triggers deposit; independent of launch date,NOT STARTED - proposed plan,S26,https://nsk.hr/nakladnici/obvezni-primjerak/
B2-PRINT,07.2 Book 2 production,Manufacturing,B2,Release a funded print order and inspect delivered stock,"1) Choose print quantity using contribution, cash and real demand; 2) check committed capacity/lead time; 3) approve order after proof; 4) inspect cartons and damage; 5) reserve deposit/review copies",Production manager,B2-PROOF;B2-PREORDER;B2-Q,2028-01-24,2028-02-11,70,72,6-10,P0,"Accepted stock, inventory and landed-cost record",Available cash covers production and liabilities with an owner-approved buffer; target date moves if printer lead time requires,G-B2 Cash and stock,NOT STARTED - proposed plan,,
ED1-03,08 School editions,School feasibility,B1,Validate teacher preparation and authorised classroom delivery,"1) Use only legally permitted evaluation route; 2) obtain school permissions; 3) test timing, resources and differentiation; 4) document feedback without pupil identifiers",Pilot educator,ED1-02;LEG-04;LEG-06,2028-02-07,2028-02-18,72,73,16-28,P1,Teacher feasibility report,No workaround around approval restrictions; desk-based evaluation if live use is not authorised,,NOT STARTED - proposed plan,S16;S27,https://narodne-novine.nn.hr/clanci/sluzbeni/2018_12_116_2288.html | https://azop.hr/primjena-opce-uredbe-o-zastiti-podataka-u-skolskim-ustanovama/
B2-LAUNCH,07.2 Book 2 production,Release,B2,Launch the trade edition with essential companions,"1) Confirm saleable stock and tested fulfilment; 2) release approved adult-facing pages; 3) activate reviewed extras; 4) monitor questions, returns and safety reports",Series producer,B2-PRINT;B2-WEB;B2-META;WEB-06,2028-02-14,2028-02-15,73,73,10-16,P0,Trade book release and launch checklist,"Book, parent guide, worksheets, printable cards and passport coherent; no premature educational-edition claim",G-B2 Trade release,NOT STARTED - proposed plan,,
ED1-04,08 School editions,Final dossier,B1,Freeze the educational edition and required declarations,"1) Integrate permissible changes; 2) repeat changed safety/legal reviews; 3) lock version, ISBN where appropriate and rights; 4) assemble all required attachments",Educational managing editor,ED1-03,2028-02-21,2028-03-17,74,77,16-24,P0,Complete application dossier,Independent completeness check; print/electronic versions match exactly,G-ED1 Submission readiness,NOT STARTED - proposed plan,S17;S18;S19;S24;S25,https://www.azoo.hr/drugi-obrazovni-materijali-arhiva/postupak-za-objavu-drugog-obrazovnog-materijala-u-virtualni-repozitorij/ | https://www.azoo.hr/app/uploads/2020/11/Postupak-za-objavu-DOM-a.pdf | https://www.azoo.hr/app/uploads/2020/10/Izmjena-postupka.pdf | https://nsk.hr/nakladnici/hrvatski-ured-za-isbn/ | https://nsk.hr/nakladnici/cip/
B2-POST,07.2 Book 2 production,Review gate,B2,"Review real sales, returns, usage and defects before expansion",1) Compare paid sales and channel margin with model; 2) record returns/complaints and support costs; 3) examine companion use without child profiling; 4) decide revise/reprint/expand/pause,Series producer,B2-LAUNCH;B2-DEPOSIT,2028-03-13,2028-03-24,77,78,8-14,P0,Post-launch decision and corrected backlog,No reprint or next-book commitment justified solely by gross revenue; critical corrections handled immediately,G-B2 Expansion decision,NOT STARTED - proposed plan,,
ED1-05,08 School editions,Filing,B1,File educational edition before the confirmed annual deadline,1) Reconfirm 31 March rule/current instructions; 2) submit complete dossier; 3) archive receipt; 4) open tracked response log,School-edition coordinator,ED1-04,2028-03-20,2028-03-24,78,78,3-5,P0,Application receipt,Planned B1 route 2028/2029; B2/B3 2029/2030; outcome and turnaround not guaranteed,G-ED1 Application filed,NOT STARTED - proposed plan,S17;S18;S19,https://www.azoo.hr/drugi-obrazovni-materijali-arhiva/postupak-za-objavu-drugog-obrazovnog-materijala-u-virtualni-repozitorij/ | https://www.azoo.hr/app/uploads/2020/11/Postupak-za-objavu-DOM-a.pdf | https://www.azoo.hr/app/uploads/2020/10/Izmjena-postupka.pdf
ED1-06,08 School editions,Conditional adoption,B1,Respond to reviewers and release school SKU only after written clearance,1) Log requests and revise under change control; 2) obtain written decision; 3) verify applicable repository listing; 4) update precise claims; 5) seek school selection through compliant channels,School-edition lead,ED1-05,2028-03-27,2028-06-16,79,90,Variable; budget 8-24 plus requested revisions,P0,Decision record or pending/declined status and action plan,"Date range is follow-up planning, not promised approval; listing, selection and funding are separate gates",,NOT STARTED - proposed plan,S16;S17;S20;S21,https://narodne-novine.nn.hr/clanci/sluzbeni/2018_12_116_2288.html | https://www.azoo.hr/drugi-obrazovni-materijali-arhiva/postupak-za-objavu-drugog-obrazovnog-materijala-u-virtualni-repozitorij/ | https://www.azoo.hr/drugi-obrazovni-materijali-arhiva/agencija-za-odgoj-i-obrazovanje-objavljuje-katalog-odobrenih-drugih-obrazovnih-materijala/ | https://narodne-novine.nn.hr/eli/sluzbeni/2026/81/969
GROW-05,09 Extensions,Digital expansion,Series,Evaluate an app only after repeat-use and payment evidence,"1) Review companion usage without child profiling; 2) interview adults/educators; 3) cost maintenance, privacy and moderation; 4) compare simple web scenarios with native app; 5) approve only a bounded discovery",Series producer,B2-POST;WEB-06,2028-03-27,2028-04-21,79,82,12-20,P2,App discovery go/no-go,No child-advertising or open-ended high-stakes advice chatbot; print business not dependent on app,,NOT STARTED - proposed plan,S12;S13;S27,https://narodne-novine.nn.hr/eli/sluzbeni/2026/22/257 | https://www.carnet.hr/carnet-ov-projekt-brain-od-ove-skolske-godine-kurikuli-o-umjetnoj-inteligenciji-dostupni-od-5-razreda-osnovne-do-kraja-srednje-skole/ | https://azop.hr/primjena-opce-uredbe-o-zastiti-podataka-u-skolskim-ustanovama/
GROW-06,09 Extensions,Regional licensing,Series,Investigate one separately localised market at a time,"1) Verify Croatian performance; 2) find qualified local editor/partner; 3) map different laws, currency, institutions and curriculum; 4) quote rights/localisation and test buyer interest",Rights manager,B2-POST;LEG-03,2028-03-27,2028-05-05,79,84,16-24,P2,One-market localisation feasibility note,No literal-translation launch or transfer of Croatian approval claims,,NOT STARTED - proposed plan,,
B3-D01,07.3 Book 3 production,Authoring,B3,Draft module 01: Novac za stvarni život,"1) Draft B3-001, B3-002, B3-003, B3-004, B3-005, B3-006 within allocated pages; 2) use concrete Croatian scenarios and the listed observable checks; 3) draft worksheet/card/guide notes from the same source; 4) log claims, permissions and stop conditions. Chapters: Bruto, neto i moja prva platna lista; Mjesečni budžet koji podnosi iznenađenje; Račun, plaćanje i zaštita identiteta; Kredit, EKS i cijena odgode; Pričuva, štednja i inflacija; Ulaganje i mirovina bez čarobnih obećanja",Book author,B2-POST;CUR-03;DSN-09,2028-04-03,2028-04-14,80,81,24-40,P1,Six topic manuscript packets for B3-M01,"All six topics have source notes, safety tier, accessible alternative and asset IDs; no unverified placeholders in safety steps",,NOT STARTED - proposed plan,,
B3-D02,07.3 Book 3 production,Authoring,B3,"Draft module 02: Učenje, posao i zarada","1) Draft B3-007, B3-008, B3-009, B3-010, B3-011, B3-012 within allocated pages; 2) use concrete Croatian scenarios and the listed observable checks; 3) draft worksheet/card/guide notes from the same source; 4) log claims, permissions and stop conditions. Chapters: Životopis koji govori konkretno; Razgovor za posao i pitanja poslodavcu; Prije potpisa: ugovor i radna prava; Račun, porez i evidencija zarade; Od ideje do male poslovne probe; Studij, struka ili druga ruta?",Book author,B2-POST;CUR-03;DSN-09,2028-04-03,2028-04-14,80,81,24-40,P1,Six topic manuscript packets for B3-M02,"All six topics have source notes, safety tier, accessible alternative and asset IDs; no unverified placeholders in safety steps",,NOT STARTED - proposed plan,,
B3-FACT,07.3 Book 3 production,Evidence refresh,B3,"Refresh volatile legal, safety, financial and digital references",1) Assign each high-risk topic to its expert; 2) retrieve current exact operational sources; 3) label teaching prices and dates; 4) record revision triggers,Managing editor,B2-POST;CUR-01,2028-04-03,2028-04-21,80,82,12-20,P0,Dated topic claim and source ledger,"Curriculum references never substitute for clinical, automotive or legal validation",,NOT STARTED - proposed plan,S07;S27;S28;S29;S30,https://narodne-novine.nn.hr/clanci/sluzbeni/2019_01_10_212.html | https://azop.hr/primjena-opce-uredbe-o-zastiti-podataka-u-skolskim-ustanovama/ | https://www.hck.hr/kako-pomoci/mali-programi/prva-pomoc-10551/10551 | https://www.hah.hr/potrosacki-kutak/5-kljuceva-sigurnosti-hrane/ | https://www.fordservicecontent.com/Ford_Content/vdirsnet/OwnerManual/Home/Content?ProcUid=G2099248&Uid=G2099247&countryCode=USA&languageCode=en&vFilteringEnabled=False&variantid=7983
B3-Q,07.3 Book 3 production,Budget / procurement,B3,Refresh quotes and channel economics for this book,"1) Requote page count, binding and quantity scenarios; 2) update editing/art/review costs; 3) include deposit, damaged stock, returns and fulfilment; 4) approve a conservative funded print option",Commercial lead,B2-POST;DSN-06;STR-08,2028-04-03,2028-04-14,80,81,6-10,P0,Current landed-cost and cash model,"Base case does not count grants, future school adoption or unpaid orders; printer lead time may override target dates",,NOT STARTED - proposed plan,,
B3-SCOPE,07.3 Book 3 production,Commission,B3,"Confirm book-specific scope, capacity and cost ceiling",1) Confirm Spremni za samostalan život and the 60 topics; 2) commission roles under existing contracts; 3) verify 256-page budget; 4) stop if previous-book evidence or cash does not support expansion,Series producer,B2-POST;STR-09;LEG-03,2028-04-03,2028-04-07,80,80,4-6,P0,Book-specific commission note,Scope and maximum cash exposure approved; later-book schedule may be deferred,G-B3 Scope,NOT STARTED - proposed plan,,
B3-ART,07.3 Book 3 production,Illustration,B3,"Commission, draw and verify the book illustrations",1) Use approved shared style and six-topic module briefs; 2) deliver roughs before finals; 3) route every technical diagram to its specialist; 4) archive editable artwork and rights,Art director,B3-D01;B3-D02;DSN-07,2028-04-17,2028-07-07,82,93,90-160,P1,Complete illustration set and provenance ledger,Age-appropriate visual maturity; no unverified safety-critical images; all rights documented,,NOT STARTED - proposed plan,,
B3-D03,07.3 Book 3 production,Authoring,B3,Draft module 03: Kuham za sebe i druge,"1) Draft B3-013, B3-014, B3-015, B3-016, B3-017, B3-018 within allocated pages; 2) use concrete Croatian scenarios and the listed observable checks; 3) draft worksheet/card/guide notes from the same source; 4) log claims, permissions and stop conditions. Chapters: Jelovnik i kupnja za nekoliko dana; Sigurno s nožem, pločom i pećnicom; Jedan lonac, dobar obrok; Proteini za različite navike i potrebe; Ostaci hrane: spremi, označi, provjeri; Večera za četvero uz zadani budžet",Book author,B2-POST;CUR-03;DSN-09,2028-04-17,2028-04-28,82,83,24-40,P1,Six topic manuscript packets for B3-M03,"All six topics have source notes, safety tier, accessible alternative and asset IDs; no unverified placeholders in safety steps",,NOT STARTED - proposed plan,,
B3-D04,07.3 Book 3 production,Authoring,B3,Draft module 04: Moj prvi dom,"1) Draft B3-019, B3-020, B3-021, B3-022, B3-023, B3-024 within allocated pages; 2) use concrete Croatian scenarios and the listed observable checks; 3) draft worksheet/card/guide notes from the same source; 4) log claims, permissions and stop conditions. Chapters: Tražim stan: pitanja prije potpisa; Odjeća: pranje, sušenje i glačanje; Čist dom bez opasnih kombinacija; Osnovni alat i mali kućni popravak; Curi voda ili nestaje struje: prvo sigurnost; Selidba, sustanari i zajednički računi",Book author,B2-POST;CUR-03;DSN-09,2028-04-17,2028-04-28,82,83,24-40,P1,Six topic manuscript packets for B3-M04,"All six topics have source notes, safety tier, accessible alternative and asset IDs; no unverified placeholders in safety steps",,NOT STARTED - proposed plan,,
B3-R01,07.3 Book 3 production,Editorial and specialist review,B3,Review module 01: Novac za stvarni život,"1) Age-band teacher checks all six outcomes and activities; 2) named topic specialists verify exact facts and diagrams; 3) author closes corrections; 4) record any remaining noncritical issue for final copy edit. Topics: B3-001, B3-002, B3-003, B3-004, B3-005, B3-006",Module editor and required specialists,B3-D01;STR-05,2028-04-17,2028-04-28,82,83,14-24,P0,Signed review sheets for B3-M01,"Zero unresolved critical safety, privacy or factual defects; each procedural source dated",G-B3-M01 Safe module,NOT STARTED - proposed plan,,
B3-R02,07.3 Book 3 production,Editorial and specialist review,B3,"Review module 02: Učenje, posao i zarada","1) Age-band teacher checks all six outcomes and activities; 2) named topic specialists verify exact facts and diagrams; 3) author closes corrections; 4) record any remaining noncritical issue for final copy edit. Topics: B3-007, B3-008, B3-009, B3-010, B3-011, B3-012",Module editor and required specialists,B3-D02;STR-05,2028-04-17,2028-04-28,82,83,14-24,P0,Signed review sheets for B3-M02,"Zero unresolved critical safety, privacy or factual defects; each procedural source dated",G-B3-M02 Safe module,NOT STARTED - proposed plan,,
B3-D05,07.3 Book 3 production,Authoring,B3,Draft module 05: Na cesti i uz automobil,"1) Draft B3-025, B3-026, B3-027, B3-028, B3-029, B3-030 within allocated pages; 2) use concrete Croatian scenarios and the listed observable checks; 3) draft worksheet/card/guide notes from the same source; 4) log claims, permissions and stop conditions. Chapters: Vozačka dozvola: trošak i odgovornost; Prije vožnje: gume, tekućine i lampice; Kvar na cesti: zaštitim sebe i zovem pomoć; Prazan akumulator: pokretanje uz pomoć; Probušena guma: kada mijenjati, kada zvati?; Automobil nije samo kupovna cijena",Book author,B2-POST;CUR-03;DSN-09,2028-05-01,2028-05-12,84,85,24-40,P1,Six topic manuscript packets for B3-M05,"All six topics have source notes, safety tier, accessible alternative and asset IDs; no unverified placeholders in safety steps",,NOT STARTED - proposed plan,,
B3-D06,07.3 Book 3 production,Authoring,B3,Draft module 06: Zdravlje i sigurnost,"1) Draft B3-031, B3-032, B3-033, B3-034, B3-035, B3-036 within allocated pages; 2) use concrete Croatian scenarios and the listed observable checks; 3) draft worksheet/card/guide notes from the same source; 4) log claims, permissions and stop conditions. Chapters: Liječnik, termin i pitanja o lijeku; Prva pomoć: znanje pretvaram u vještinu; Mentalno zdravlje: prepoznajem potrebu za pomoći; Pristanak, seksualno zdravlje i pouzdane informacije; Alkohol, druge tvari i siguran povratak; Rad, san i oporavak mogu zajedno",Book author,B2-POST;CUR-03;DSN-09,2028-05-01,2028-05-12,84,85,24-40,P1,Six topic manuscript packets for B3-M06,"All six topics have source notes, safety tier, accessible alternative and asset IDs; no unverified placeholders in safety steps",,NOT STARTED - proposed plan,,
B3-R03,07.3 Book 3 production,Editorial and specialist review,B3,Review module 03: Kuham za sebe i druge,"1) Age-band teacher checks all six outcomes and activities; 2) named topic specialists verify exact facts and diagrams; 3) author closes corrections; 4) record any remaining noncritical issue for final copy edit. Topics: B3-013, B3-014, B3-015, B3-016, B3-017, B3-018",Module editor and required specialists,B3-D03;STR-05;B3-FACT,2028-05-01,2028-05-12,84,85,14-24,P0,Signed review sheets for B3-M03,"Zero unresolved critical safety, privacy or factual defects; each procedural source dated",G-B3-M03 Safe module,NOT STARTED - proposed plan,,
B3-R04,07.3 Book 3 production,Editorial and specialist review,B3,Review module 04: Moj prvi dom,"1) Age-band teacher checks all six outcomes and activities; 2) named topic specialists verify exact facts and diagrams; 3) author closes corrections; 4) record any remaining noncritical issue for final copy edit. Topics: B3-019, B3-020, B3-021, B3-022, B3-023, B3-024",Module editor and required specialists,B3-D04;STR-05;B3-FACT,2028-05-01,2028-05-12,84,85,14-24,P0,Signed review sheets for B3-M04,"Zero unresolved critical safety, privacy or factual defects; each procedural source dated",G-B3-M04 Safe module,NOT STARTED - proposed plan,,
B3-D07,07.3 Book 3 production,Authoring,B3,"Draft module 07: Odnosi, granice i dogovori","1) Draft B3-037, B3-038, B3-039, B3-040, B3-041, B3-042 within allocated pages; 2) use concrete Croatian scenarios and the listed observable checks; 3) draft worksheet/card/guide notes from the same source; 4) log claims, permissions and stop conditions. Chapters: Jasno kažem što trebam; Zdrav odnos i znakovi kontrole; Podrška prijatelju nije samostalno spašavanje; Novac i dogovori među ljudima; Prigovor koji se može riješiti; Govorim pred drugima i vodim težak razgovor",Book author,B2-POST;CUR-03;DSN-09,2028-05-15,2028-05-26,86,87,24-40,P1,Six topic manuscript packets for B3-M07,"All six topics have source notes, safety tier, accessible alternative and asset IDs; no unverified placeholders in safety steps",,NOT STARTED - proposed plan,,
B3-D08,07.3 Book 3 production,Authoring,B3,Draft module 08: Digitalna samostalnost,"1) Draft B3-043, B3-044, B3-045, B3-046, B3-047, B3-048 within allocated pages; 2) use concrete Croatian scenarios and the listed observable checks; 3) draft worksheet/card/guide notes from the same source; 4) log claims, permissions and stop conditions. Chapters: Digitalni identitet i oporavak pristupa; Online kupnja, lažni poslovi i novčane mule; AI u učenju i poslu: provjeri i navedi; Tablica koja mi štedi vrijeme; Brojke, vijesti i uvjerljive tvrdnje; Izgubljen mobitel ili račun: moj plan oporavka",Book author,B2-POST;CUR-03;DSN-09,2028-05-15,2028-05-26,86,87,24-40,P1,Six topic manuscript packets for B3-M08,"All six topics have source notes, safety tier, accessible alternative and asset IDs; no unverified placeholders in safety steps",,NOT STARTED - proposed plan,,
B3-R05,07.3 Book 3 production,Editorial and specialist review,B3,Review module 05: Na cesti i uz automobil,"1) Age-band teacher checks all six outcomes and activities; 2) named topic specialists verify exact facts and diagrams; 3) author closes corrections; 4) record any remaining noncritical issue for final copy edit. Topics: B3-025, B3-026, B3-027, B3-028, B3-029, B3-030",Module editor and required specialists,B3-D05;STR-05;B3-FACT,2028-05-15,2028-05-26,86,87,14-24,P0,Signed review sheets for B3-M05,"Zero unresolved critical safety, privacy or factual defects; each procedural source dated",G-B3-M05 Safe module,NOT STARTED - proposed plan,,
B3-R06,07.3 Book 3 production,Editorial and specialist review,B3,Review module 06: Zdravlje i sigurnost,"1) Age-band teacher checks all six outcomes and activities; 2) named topic specialists verify exact facts and diagrams; 3) author closes corrections; 4) record any remaining noncritical issue for final copy edit. Topics: B3-031, B3-032, B3-033, B3-034, B3-035, B3-036",Module editor and required specialists,B3-D06;STR-05;B3-FACT,2028-05-15,2028-05-26,86,87,14-24,P0,Signed review sheets for B3-M06,"Zero unresolved critical safety, privacy or factual defects; each procedural source dated",G-B3-M06 Safe module,NOT STARTED - proposed plan,,
B3-D09,07.3 Book 3 production,Authoring,B3,"Draft module 09: Prava, obveze i zajednica","1) Draft B3-049, B3-050, B3-051, B3-052, B3-053, B3-054 within allocated pages; 2) use concrete Croatian scenarios and the listed observable checks; 3) draft worksheet/card/guide notes from the same source; 4) log claims, permissions and stop conditions. Chapters: Dokumenti, OIB i digitalne javne usluge; Kome se obraćam i što trebam pripremiti?; Kupnja, povrat i osiguranje; Izbori i javne odluke: kako provjeriti postupak; Resursi, energija i moj izbor; Putovanje: dokumenti, osiguranje i pomoć",Book author,B2-POST;CUR-03;DSN-09,2028-05-29,2028-06-09,88,89,24-40,P1,Six topic manuscript packets for B3-M09,"All six topics have source notes, safety tier, accessible alternative and asset IDs; no unverified placeholders in safety steps",,NOT STARTED - proposed plan,,
B3-D10,07.3 Book 3 production,Authoring,B3,Draft module 10: Spremni za samostalan život,"1) Draft B3-055, B3-056, B3-057, B3-058, B3-059, B3-060 within allocated pages; 2) use concrete Croatian scenarios and the listed observable checks; 3) draft worksheet/card/guide notes from the same source; 4) log claims, permissions and stop conditions. Chapters: Planiram put od vrata do vrata; Moj prvi stan: mogu li ga stvarno priuštiti?; Popraviti samostalno ili angažirati stručnjaka?; Projekt od dogovora do završetka; Kad upute nisu jasne; Trideset dana samostalnosti: završna misija",Book author,B2-POST;CUR-03;DSN-09,2028-05-29,2028-06-09,88,89,24-40,P1,Six topic manuscript packets for B3-M10,"All six topics have source notes, safety tier, accessible alternative and asset IDs; no unverified placeholders in safety steps",,NOT STARTED - proposed plan,,
B3-R07,07.3 Book 3 production,Editorial and specialist review,B3,"Review module 07: Odnosi, granice i dogovori","1) Age-band teacher checks all six outcomes and activities; 2) named topic specialists verify exact facts and diagrams; 3) author closes corrections; 4) record any remaining noncritical issue for final copy edit. Topics: B3-037, B3-038, B3-039, B3-040, B3-041, B3-042",Module editor and required specialists,B3-D07;STR-05;B3-FACT,2028-05-29,2028-06-09,88,89,14-24,P0,Signed review sheets for B3-M07,"Zero unresolved critical safety, privacy or factual defects; each procedural source dated",G-B3-M07 Safe module,NOT STARTED - proposed plan,,
B3-R08,07.3 Book 3 production,Editorial and specialist review,B3,Review module 08: Digitalna samostalnost,"1) Age-band teacher checks all six outcomes and activities; 2) named topic specialists verify exact facts and diagrams; 3) author closes corrections; 4) record any remaining noncritical issue for final copy edit. Topics: B3-043, B3-044, B3-045, B3-046, B3-047, B3-048",Module editor and required specialists,B3-D08;STR-05;B3-FACT,2028-05-29,2028-06-09,88,89,14-24,P0,Signed review sheets for B3-M08,"Zero unresolved critical safety, privacy or factual defects; each procedural source dated",G-B3-M08 Safe module,NOT STARTED - proposed plan,,
B3-MISSION,07.3 Book 3 production,Integrated activities,B3,Write ten four-page module missions,1) Use 11_module_missions as the blueprint; 2) create new transfer situations rather than copying chapter exercises; 3) include paper resources and support; 4) obtain specialist review for all practical variants,Lead educator,B3-D01;B3-D02;B3-D03;B3-D04;B3-D05;B3-D06;B3-D07;B3-D08;B3-D09;B3-D10,2028-06-12,2028-06-23,90,91,20-32,P1,Ten module missions and answer/support notes,Forty-page budget; each mission inherits the highest relevant safety tier and has observable evidence,,NOT STARTED - proposed plan,,
B3-R09,07.3 Book 3 production,Editorial and specialist review,B3,"Review module 09: Prava, obveze i zajednica","1) Age-band teacher checks all six outcomes and activities; 2) named topic specialists verify exact facts and diagrams; 3) author closes corrections; 4) record any remaining noncritical issue for final copy edit. Topics: B3-049, B3-050, B3-051, B3-052, B3-053, B3-054",Module editor and required specialists,B3-D09;STR-05;B3-FACT,2028-06-12,2028-06-23,90,91,14-24,P0,Signed review sheets for B3-M09,"Zero unresolved critical safety, privacy or factual defects; each procedural source dated",G-B3-M09 Safe module,NOT STARTED - proposed plan,,
B3-R10,07.3 Book 3 production,Editorial and specialist review,B3,Review module 10: Spremni za samostalan život,"1) Age-band teacher checks all six outcomes and activities; 2) named topic specialists verify exact facts and diagrams; 3) author closes corrections; 4) record any remaining noncritical issue for final copy edit. Topics: B3-055, B3-056, B3-057, B3-058, B3-059, B3-060",Module editor and required specialists,B3-D10;STR-05;B3-FACT,2028-06-12,2028-06-23,90,91,14-24,P0,Signed review sheets for B3-M10,"Zero unresolved critical safety, privacy or factual defects; each procedural source dated",G-B3-M10 Safe module,NOT STARTED - proposed plan,,
B3-COPY,07.3 Book 3 production,Editing,B3,Complete developmental and Croatian language editing,"1) Harmonise terms, reading load and cross-references; 2) verify every worked example; 3) check all 60 topic IDs; 4) send changed technical text back to reviewer",Croatian editor,B3-R01;B3-R02;B3-R03;B3-R04;B3-R05;B3-R06;B3-R07;B3-R08;B3-R09;B3-R10;B3-MISSION,2028-06-26,2028-07-07,92,93,28-44,P1,Copyedited complete manuscript,"Consistent standard Croatian, diacritics, units, money and page allocation; no unresolved comments in final text",,NOT STARTED - proposed plan,,
B3-RETEST,07.3 Book 3 production,Reader validation,B3,Retest the complete content with the target band,1) Sample new and revised chapters across all modules; 2) use paper and adult-approved practical variants only; 3) include supported readers; 4) collect anonymous comprehension and usability observations,Pilot educator,B3-R01;B3-R02;B3-R03;B3-R04;B3-R05;B3-R06;B3-R07;B3-R08;B3-R09;B3-R10;B3-MISSION;LEG-06;LEG-04,2028-06-26,2028-07-07,92,93,16-26,P1,Book-specific usability retest,"Zero safety events or unresolved confusion about stop conditions; summer sessions are voluntary family/community sessions, not assumed school access",,NOT STARTED - proposed plan,S16;S27,https://narodne-novine.nn.hr/clanci/sluzbeni/2018_12_116_2288.html | https://azop.hr/primjena-opce-uredbe-o-zastiti-podataka-u-skolskim-ustanovama/
B3-FREEZE,07.3 Book 3 production,Content gate,B3,Freeze the reviewed manuscript and all safety wording,1) Integrate retest changes; 2) close editorial and illustration defects; 3) obtain final specialist sign-offs; 4) lock a versioned manuscript and claim ledger,Managing editor,B3-COPY;B3-RETEST;B3-ART;B3-FACT,2028-07-10,2028-07-14,94,94,8-14,P0,Signed content freeze,All critical risks closed; any future substantive change reopens the affected review,G-B3 Content freeze,NOT STARTED - proposed plan,,
